checking_hour,hour,day_of_week,date,room,status
12,12:00pm,Saturday, October 15,257,Available
12,12:15pm,Saturday, October 15,257,Available
12,12:30pm,Saturday, October 15,257,Available
12,12:45pm,Saturday, October 15,257,Unavailable
12,1:00pm,Saturday, October 15,257,Unavailable
12,1:15pm,Saturday, October 15,257,Unavailable
12,1:30pm,Saturday, October 15,257,Unavailable
12,1:45pm,Saturday, October 15,257,Unavailable
12,2:00pm,Saturday, October 15,257,Unavailable
12,2:15pm,Saturday, October 15,257,Unavailable
12,2:30pm,Saturday, October 15,257,Unavailable
12,2:45pm,Saturday, October 15,257,Unavailable
12,3:00pm,Saturday, October 15,257,Unavailable
12,3:15pm,Saturday, October 15,257,Unavailable
12,3:30pm,Saturday, October 15,257,Unavailable
12,3:45pm,Saturday, October 15,257,Unavailable
12,4:00pm,Saturday, October 15,257,Unavailable
12,4:15pm,Saturday, October 15,257,Available
12,4:30pm,Saturday, October 15,257,Available
12,4:45pm,Saturday, October 15,257,Available
12,5:00pm,Saturday, October 15,257,Available
12,5:15pm,Saturday, October 15,257,Available
12,5:30pm,Saturday, October 15,257,Available
12,5:45pm,Saturday, October 15,257,Available
12,12:00pm,Saturday, October 15,258,Available
12,12:15pm,Saturday, October 15,258,Available
12,12:30pm,Saturday, October 15,258,Available
12,12:45pm,Saturday, October 15,258,Available
12,1:00pm,Saturday, October 15,258,Available
12,1:15pm,Saturday, October 15,258,Available
12,1:30pm,Saturday, October 15,258,Available
12,1:45pm,Saturday, October 15,258,Available
12,2:00pm,Saturday, October 15,258,Available
12,2:15pm,Saturday, October 15,258,Available
12,2:30pm,Saturday, October 15,258,Available
12,2:45pm,Saturday, October 15,258,Available
12,3:00pm,Saturday, October 15,258,Available
12,3:15pm,Saturday, October 15,258,Available
12,3:30pm,Saturday, October 15,258,Available
12,3:45pm,Saturday, October 15,258,Unavailable
12,4:00pm,Saturday, October 15,258,Unavailable
12,4:15pm,Saturday, October 15,258,Unavailable
12,4:30pm,Saturday, October 15,258,Unavailable
12,4:45pm,Saturday, October 15,258,Unavailable
12,5:00pm,Saturday, October 15,258,Unavailable
12,5:15pm,Saturday, October 15,258,Unavailable
12,5:30pm,Saturday, October 15,258,Unavailable
12,5:45pm,Saturday, October 15,258,Unavailable
12,12:00pm,Saturday, October 15,305,Unavailable
12,12:15pm,Saturday, October 15,305,Unavailable
12,12:30pm,Saturday, October 15,305,Unavailable
12,12:45pm,Saturday, October 15,305,Unavailable
12,1:00pm,Saturday, October 15,305,Unavailable
12,1:15pm,Saturday, October 15,305,Available
12,1:30pm,Saturday, October 15,305,Available
12,1:45pm,Saturday, October 15,305,Available
12,2:00pm,Saturday, October 15,305,Available
12,2:15pm,Saturday, October 15,305,Available
12,2:30pm,Saturday, October 15,305,Available
12,2:45pm,Saturday, October 15,305,Available
12,3:00pm,Saturday, October 15,305,Available
12,3:15pm,Saturday, October 15,305,Available
12,3:30pm,Saturday, October 15,305,Available
12,3:45pm,Saturday, October 15,305,Available
12,4:00pm,Saturday, October 15,305,Available
12,4:15pm,Saturday, October 15,305,Available
12,4:30pm,Saturday, October 15,305,Available
12,4:45pm,Saturday, October 15,305,Available
12,5:00pm,Saturday, October 15,305,Available
12,5:15pm,Saturday, October 15,305,Available
12,5:30pm,Saturday, October 15,305,Available
12,5:45pm,Saturday, October 15,305,Available
12,12:00pm,Saturday, October 15,306,Available
12,12:15pm,Saturday, October 15,306,Available
12,12:30pm,Saturday, October 15,306,Available
12,12:45pm,Saturday, October 15,306,Available
12,1:00pm,Saturday, October 15,306,Available
12,1:15pm,Saturday, October 15,306,Available
12,1:30pm,Saturday, October 15,306,Available
12,1:45pm,Saturday, October 15,306,Available
12,2:00pm,Saturday, October 15,306,Available
12,2:15pm,Saturday, October 15,306,Available
12,2:30pm,Saturday, October 15,306,Available
12,2:45pm,Saturday, October 15,306,Available
12,3:00pm,Saturday, October 15,306,Available
12,3:15pm,Saturday, October 15,306,Available
12,3:30pm,Saturday, October 15,306,Available
12,3:45pm,Saturday, October 15,306,Available
12,4:00pm,Saturday, October 15,306,Available
12,4:15pm,Saturday, October 15,306,Available
12,4:30pm,Saturday, October 15,306,Available
12,4:45pm,Saturday, October 15,306,Available
12,5:00pm,Saturday, October 15,306,Available
12,5:15pm,Saturday, October 15,306,Available
12,5:30pm,Saturday, October 15,306,Available
12,5:45pm,Saturday, October 15,306,Available
12,12:00pm,Saturday, October 15,356,Unavailable
12,12:15pm,Saturday, October 15,356,Unavailable
12,12:30pm,Saturday, October 15,356,Unavailable
12,12:45pm,Saturday, October 15,356,Unavailable
12,1:00pm,Saturday, October 15,356,Unavailable
12,1:15pm,Saturday, October 15,356,Unavailable
12,1:30pm,Saturday, October 15,356,Unavailable
12,1:45pm,Saturday, October 15,356,Unavailable
12,2:00pm,Saturday, October 15,356,Unavailable
12,2:15pm,Saturday, October 15,356,Unavailable
12,2:30pm,Saturday, October 15,356,Unavailable
12,2:45pm,Saturday, October 15,356,Unavailable
12,3:00pm,Saturday, October 15,356,Unavailable
12,3:15pm,Saturday, October 15,356,Available
12,3:30pm,Saturday, October 15,356,Available
12,3:45pm,Saturday, October 15,356,Available
12,4:00pm,Saturday, October 15,356,Available
12,4:15pm,Saturday, October 15,356,Available
12,4:30pm,Saturday, October 15,356,Available
12,4:45pm,Saturday, October 15,356,Available
12,5:00pm,Saturday, October 15,356,Available
12,5:15pm,Saturday, October 15,356,Available
12,5:30pm,Saturday, October 15,356,Available
12,5:45pm,Saturday, October 15,356,Available
12,12:00pm,Saturday, October 15,357,Unavailable
12,12:15pm,Saturday, October 15,357,Available
12,12:30pm,Saturday, October 15,357,Available
12,12:45pm,Saturday, October 15,357,Available
12,1:00pm,Saturday, October 15,357,Available
12,1:15pm,Saturday, October 15,357,Available
12,1:30pm,Saturday, October 15,357,Available
12,1:45pm,Saturday, October 15,357,Available
12,2:00pm,Saturday, October 15,357,Available
12,2:15pm,Saturday, October 15,357,Available
12,2:30pm,Saturday, October 15,357,Available
12,2:45pm,Saturday, October 15,357,Available
12,3:00pm,Saturday, October 15,357,Available
12,3:15pm,Saturday, October 15,357,Available
12,3:30pm,Saturday, October 15,357,Available
12,3:45pm,Saturday, October 15,357,Available
12,4:00pm,Saturday, October 15,357,Available
12,4:15pm,Saturday, October 15,357,Available
12,4:30pm,Saturday, October 15,357,Available
12,4:45pm,Saturday, October 15,357,Available
12,5:00pm,Saturday, October 15,357,Available
12,5:15pm,Saturday, October 15,357,Available
12,5:30pm,Saturday, October 15,357,Available
12,5:45pm,Saturday, October 15,357,Available
12,12:00pm,Saturday, October 15,358,Available
12,12:15pm,Saturday, October 15,358,Available
12,12:30pm,Saturday, October 15,358,Available
12,12:45pm,Saturday, October 15,358,Available
12,1:00pm,Saturday, October 15,358,Available
12,1:15pm,Saturday, October 15,358,Available
12,1:30pm,Saturday, October 15,358,Available
12,1:45pm,Saturday, October 15,358,Available
12,2:00pm,Saturday, October 15,358,Available
12,2:15pm,Saturday, October 15,358,Available
12,2:30pm,Saturday, October 15,358,Available
12,2:45pm,Saturday, October 15,358,Available
12,3:00pm,Saturday, October 15,358,Available
12,3:15pm,Saturday, October 15,358,Available
12,3:30pm,Saturday, October 15,358,Available
12,3:45pm,Saturday, October 15,358,Available
12,4:00pm,Saturday, October 15,358,Available
12,4:15pm,Saturday, October 15,358,Available
12,4:30pm,Saturday, October 15,358,Available
12,4:45pm,Saturday, October 15,358,Available
12,5:00pm,Saturday, October 15,358,Available
12,5:15pm,Saturday, October 15,358,Available
12,5:30pm,Saturday, October 15,358,Available
12,5:45pm,Saturday, October 15,358,Available
12,12:00pm,Saturday, October 15,436,Unavailable
12,12:15pm,Saturday, October 15,436,Unavailable
12,12:30pm,Saturday, October 15,436,Unavailable
12,12:45pm,Saturday, October 15,436,Unavailable
12,1:00pm,Saturday, October 15,436,Unavailable
12,1:15pm,Saturday, October 15,436,Available
12,1:30pm,Saturday, October 15,436,Available
12,1:45pm,Saturday, October 15,436,Available
12,2:00pm,Saturday, October 15,436,Available
12,2:15pm,Saturday, October 15,436,Available
12,2:30pm,Saturday, October 15,436,Available
12,2:45pm,Saturday, October 15,436,Available
12,3:00pm,Saturday, October 15,436,Available
12,3:15pm,Saturday, October 15,436,Available
12,3:30pm,Saturday, October 15,436,Available
12,3:45pm,Saturday, October 15,436,Available
12,4:00pm,Saturday, October 15,436,Available
12,4:15pm,Saturday, October 15,436,Available
12,4:30pm,Saturday, October 15,436,Available
12,4:45pm,Saturday, October 15,436,Available
12,5:00pm,Saturday, October 15,436,Available
12,5:15pm,Saturday, October 15,436,Available
12,5:30pm,Saturday, October 15,436,Available
12,5:45pm,Saturday, October 15,436,Available
12,12:00pm,Saturday, October 15,437,Available
12,12:15pm,Saturday, October 15,437,Available
12,12:30pm,Saturday, October 15,437,Available
12,12:45pm,Saturday, October 15,437,Available
12,1:00pm,Saturday, October 15,437,Available
12,1:15pm,Saturday, October 15,437,Available
12,1:30pm,Saturday, October 15,437,Available
12,1:45pm,Saturday, October 15,437,Available
12,2:00pm,Saturday, October 15,437,Available
12,2:15pm,Saturday, October 15,437,Available
12,2:30pm,Saturday, October 15,437,Available
12,2:45pm,Saturday, October 15,437,Available
12,3:00pm,Saturday, October 15,437,Available
12,3:15pm,Saturday, October 15,437,Available
12,3:30pm,Saturday, October 15,437,Available
12,3:45pm,Saturday, October 15,437,Available
12,4:00pm,Saturday, October 15,437,Available
12,4:15pm,Saturday, October 15,437,Available
12,4:30pm,Saturday, October 15,437,Available
12,4:45pm,Saturday, October 15,437,Available
12,5:00pm,Saturday, October 15,437,Available
